AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,NOX
1,-0.224381675961514,-0.598626852191903,0.583369401238717,-0.0430975301316228,0.112788169338649,0.332059791997345,-0.16541942355085,-0.0693355654998249,-0.58168675343155
-0.224381675961514,1,-0.0190555443625762,0.0220448263705529,0.207948274322207,0.163416998481727,-0.236419120052307,0.226760555704631,0.22932332980957,0.0968002103823757
-0.598626852191903,-0.0190555443625762,1,-0.47784354256177,-0.188930225665283,-0.25160251037796,0.00506725245026736,-0.115436200323136,-0.181623918288022,0.1825270418343
0.583369401238717,0.0220448263705529,-0.47784354256177,1,0.624854149758178,0.64427295024453,-0.326829115467763,0.5404390776837,0.612136918600654,-0.386676963903494
-0.0430975301316228,0.207948274322207,-0.188930225665283,0.624854149758178,1,0.896210936439947,-0.770146771324337,0.981676709249547,0.996148554647152,-0.0244441663598999
0.112788169338649,0.163416998481727,-0.25160251037796,0.64427295024453,0.896210936439947,1,-0.41535195518706,0.917161745462814,0.912384093906632,-0.122997862242962
0.332059791997345,-0.236419120052307,0.00506725245026736,-0.326829115467763,-0.770146771324338,-0.41535195518706,1,-0.722023911530221,-0.748263749303123,-0.179357035398088
-0.16541942355085,0.226760555704631,-0.115436200323136,0.5404390776837,0.981676709249547,0.917161745462814,-0.722023911530221,1,0.990425041257558,0.0407656162373158
-0.0693355654998249,0.22932332980957,-0.181623918288022,0.612136918600654,0.996148554647152,0.912384093906632,-0.748263749303123,0.990425041257558,1,-0.00535226225747305
-0.58168675343155,0.0968002103823757,0.1825270418343,-0.386676963903494,-0.0244441663598999,-0.122997862242962,-0.179357035398088,0.0407656162373158,-0.00535226225747305,1
