AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,NOX
1,-0.516885053526199,-0.558458546498135,-0.237349577803349,-0.0346823860932782,0.0278090919913926,0.227810126410418,-0.20420797712069,-0.0957824195531004,-0.651207516492513
-0.516885053526199,1,0.0541622877937306,0.211877106753655,0.115311690523736,0.0575919450658781,-0.263606723186401,0.197440786739909,0.170852119244941,0.389865726566175
-0.558458546498135,0.0541622877937306,1,-0.0940355388616875,-0.210020517511336,-0.22620868581696,0.071036913610633,-0.115354808335277,-0.187763852118283,0.20875589910107
-0.237349577803349,0.211877106753655,-0.0940355388616875,1,0.890633321863761,0.790003682057717,-0.741955984023572,0.904975914619743,0.899534787028415,-0.0370482664698282
-0.0346823860932782,0.115311690523736,-0.210020517511336,0.890633321863761,1,0.883438186317761,-0.809538414268513,0.977510134629735,0.994555981351302,-0.249617120876988
0.0278090919913926,0.057591945065878,-0.22620868581696,0.790003682057717,0.883438186317761,1,-0.45115895450779,0.905240474240833,0.893099993435144,-0.231984368193888
0.227810126410418,-0.263606723186401,0.071036913610633,-0.741955984023572,-0.809538414268513,-0.45115895450779,1,-0.767596674213915,-0.801215411266936,0.0875656765841699
-0.20420797712069,0.197440786739909,-0.115354808335277,0.904975914619743,0.977510134629735,0.905240474240833,-0.767596674213915,1,0.98844573347838,-0.126402118078735
-0.0957824195531004,0.170852119244941,-0.187763852118283,0.899534787028415,0.994555981351302,0.893099993435144,-0.801215411266936,0.98844573347838,1,-0.199862183222895
-0.651207516492513,0.389865726566175,0.20875589910107,-0.0370482664698281,-0.249617120876988,-0.231984368193888,0.0875656765841699,-0.126402118078735,-0.199862183222895,1
