AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,NOX
1,-0.462039138812268,-0.424356771239796,0.568737793892105,0.187344466045474,0.263579127481073,0.141487351025591,0.0203842786276098,0.159493393081453,-0.656706452808729
-0.462039138812268,1,-0.0331444526394533,-0.23427175911937,-0.0851470312532658,-0.148955541886704,-0.187399940460171,-0.0236237567637121,-0.052615640970935,0.378466470585728
-0.424356771239796,-0.0331444526394533,1,-0.165351626645216,-0.256756812523479,-0.256131856421322,0.132013397494412,-0.180087925702565,-0.242954969458368,0.0706462808915474
0.568737793892105,-0.23427175911937,-0.165351626645216,1,0.745020817578857,0.763673336581077,-0.378785222455527,0.668123861210153,0.750607834957259,-0.385284646161597
0.187344466045474,-0.0851470312532658,-0.256756812523479,0.745020817578857,1,0.931769310660331,-0.6752558228888,0.971132302285457,0.990402658435255,-0.117417784159187
0.263579127481073,-0.148955541886704,-0.256131856421322,0.763673336581077,0.931769310660331,1,-0.400239567166142,0.938365424562377,0.944253307800307,-0.236625905614905
0.141487351025591,-0.187399940460171,0.132013397494412,-0.378785222455527,-0.6752558228888,-0.400239567166142,1,-0.632877251891317,-0.664533762291866,-0.227395329506012
0.0203842786276098,-0.0236237567637121,-0.180087925702565,0.668123861210153,0.971132302285457,0.938365424562377,-0.632877251891317,1,0.983659079034879,-0.0318782609148396
0.159493393081453,-0.052615640970935,-0.242954969458368,0.750607834957259,0.990402658435255,0.944253307800307,-0.664533762291866,0.98365907903488,1,-0.109881798029612
-0.656706452808729,0.378466470585728,0.0706462808915474,-0.385284646161597,-0.117417784159187,-0.236625905614905,-0.227395329506012,-0.0318782609148396,-0.109881798029612,1
